Id,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Age,Total_Spend,Customer_Tenure,Total_Engagement,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
10637,1964,Graduation,Married,40800.0,1,2,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7,0,1,50,99,1,13,6,99,1,2,2,122,At Risk Customers
10826,1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,55,60,2,12,4,60,1,1,1,111,At Risk Customers
4086,1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,55,60,2,12,4,60,1,1,1,111,At Risk Customers
10304,1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,55,60,2,12,4,60,1,1,1,111,At Risk Customers
7998,1958,Graduation,Together,28087.0,1,1,2012-11-12,77,53,8,17,13,0,21,3,2,2,2,7,0,0,56,112,2,13,6,112,1,2,2,122,At Risk Customers
10992,1967,Graduation,Together,75702.0,1,1,2012-08-29,77,650,28,353,45,42,30,5,4,6,11,8,0,0,47,1148,2,29,21,1148,1,4,4,144,Loyal Customers
6383,1971,PhD,Together,32892.0,1,0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8,0,0,43,46,0,14,6,46,1,2,1,121,At Risk Customers
10536,1971,PhD,Together,32892.0,1,0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8,0,0,43,46,0,14,6,46,1,2,1,121,At Risk Customers
6036,1959,Master,Together,89120.0,0,0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,55,1924,0,19,18,1924,1,3,4,134,Loyal Customers
11092,1961,Graduation,Married,27116.0,1,1,2014-02-03,78,12,1,21,2,2,3,2,2,0,3,7,0,0,53,41,0,12,5,41,1,1,1,111,At Risk Customers
538,1989,Graduation,Single,46107.0,1,0,2014-10-02,78,31,9,27,16,9,33,1,1,1,4,3,0,0,25,125,0,9,6,125,1,2,2,122,At Risk Customers
10022,1973,PhD,Single,54466.0,1,1,2014-09-02,78,12,0,4,0,0,0,1,1,0,2,5,0,0,41,16,0,8,3,16,1,1,1,111,At Risk Customers
10157,1965,Graduation,Single,59686.0,0,1,2014-01-25,78,89,15,89,34,42,5,1,4,1,6,4,0,0,49,274,0,15,11,274,1,2,2,122,At Risk Customers
3503,1950,Graduation,Divorced,82460.0,0,0,2013-02-12,78,255,47,573,52,32,15,1,5,3,6,1,0,0,64,974,1,15,14,974,1,3,3,133,Loyal Customers
146,1960,PhD,Single,76045.0,0,0,2013-11-15,78,760,53,400,17,93,0,1,4,5,11,2,0,0,54,1323,1,22,20,1323,1,4,4,144,Loyal Customers
5538,1975,Graduation,Divorced,83829.0,0,0,2013-08-10,78,897,161,430,186,161,27,0,4,7,6,1,1,0,39,1862,1,18,17,1862,1,3,4,134,Loyal Customers
3910,1975,Graduation,Divorced,83829.0,0,0,2013-08-10,78,897,161,430,186,161,27,0,4,7,6,1,1,0,39,1862,1,18,17,1862,1,3,4,134,Loyal Customers
4227,1968,Master,Together,32889.0,1,1,2013-06-09,78,28,0,13,4,2,8,3,2,1,3,5,0,0,46,55,1,11,6,55,1,2,1,121,At Risk Customers
6634,1979,Master,Divorced,33462.0,1,0,2013-07-08,78,22,3,18,0,0,11,1,2,0,3,7,0,0,35,54,1,12,5,54,1,1,1,111,At Risk Customers
8916,1975,Graduation,Divorced,36627.0,2,0,2013-07-23,78,9,1,5,0,0,1,1,0,0,3,5,0,0,39,16,1,8,3,16,1,1,1,111,At Risk Customers
6460,1982,Graduation,Married,28718.0,1,0,2013-07-13,78,12,4,6,11,8,16,2,2,0,3,8,0,0,32,57,1,13,5,57,1,1,1,111,At Risk Customers
5883,1972,Graduation,Married,77981.0,1,0,2013-05-26,78,138,120,204,16,126,60,3,7,4,7,5,0,0,42,664,1,23,18,664,1,3,3,133,Loyal Customers
10091,1956,Graduation,Single,60230.0,0,1,2013-05-20,78,520,20,367,39,81,40,2,6,3,6,5,0,0,58,1067,1,20,15,1067,1,3,4,134,Loyal Customers
697,1969,Graduation,Together,74918.0,0,0,2013-12-03,78,972,59,913,25,19,59,1,5,9,6,3,0,0,45,2047,1,23,20,2047,1,4,4,144,Loyal Customers
2607,1953,Graduation,Single,40464.0,0,1,2013-11-01,78,424,17,118,7,23,41,6,8,2,8,8,0,0,61,630,1,26,18,630,1,3,3,133,Loyal Customers
8427,1956,Master,Single,64857.0,0,0,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4,0,0,58,1540,2,26,22,1540,1,4,4,144,Loyal Customers
217,1956,Master,Single,64857.0,0,0,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4,0,0,58,1540,2,26,22,1540,1,4,4,144,Loyal Customers
6202,1960,Graduation,Together,63381.0,0,1,2012-05-10,78,571,50,142,33,50,159,4,4,5,13,2,0,0,54,1005,2,24,22,1005,1,4,3,143,Loyal Customers
3856,1960,Graduation,Together,63381.0,0,1,2012-05-10,78,571,50,142,33,50,159,4,4,5,13,2,0,0,54,1005,2,24,22,1005,1,4,3,143,Loyal Customers
10648,1982,2n Cycle,Together,66664.0,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,0,0,32,1289,2,21,18,1289,1,3,4,134,Loyal Customers
5120,1982,2n Cycle,Together,66664.0,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,0,0,32,1289,2,21,18,1289,1,3,4,134,Loyal Customers
6749,1966,Graduation,Single,86358.0,1,1,2012-08-08,78,957,47,494,82,47,95,4,5,3,6,8,0,0,48,1722,2,22,14,1722,1,3,4,134,Loyal Customers
1584,1977,Graduation,Married,41443.0,1,0,2014-01-04,79,171,7,171,25,19,89,6,8,1,5,8,0,0,37,482,0,22,14,482,1,3,3,133,Loyal Customers
9559,1961,PhD,Married,57072.0,0,1,2014-01-24,79,944,0,60,0,0,30,2,7,5,13,5,0,0,53,1034,0,30,25,1034,1,4,3,143,Loyal Customers
771,1967,Graduation,Together,54178.0,0,1,2014-01-21,79,135,9,39,4,0,7,1,2,2,5,2,0,0,47,194,0,11,9,194,1,2,2,122,At Risk Customers
5237,1950,PhD,Single,48767.0,1,2,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,5,0,0,64,63,0,11,6,63,1,2,1,121,At Risk Customers
2461,1955,Master,Single,51124.0,1,1,2013-12-18,79,26,1,11,0,1,4,2,1,0,3,3,0,0,59,43,1,7,4,43,1,1,1,111,At Risk Customers
5474,1970,Graduation,Single,43020.0,1,0,2013-11-30,79,45,7,99,4,25,43,3,4,1,4,6,0,0,44,223,1,15,9,223,1,2,2,122,At Risk Customers
2895,1963,Graduation,Single,49980.0,0,1,2013-10-23,79,104,1,54,13,9,14,2,3,1,5,5,0,0,51,195,1,14,9,195,1,2,2,122,At Risk Customers
7972,1955,Graduation,Single,72906.0,0,0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1,0,0,59,1151,1,17,16,1151,1,3,4,134,Loyal Customers
10067,1976,2n Cycle,Together,25176.0,1,1,2013-10-08,79,4,0,4,0,0,5,1,1,0,2,7,0,0,38,13,1,10,3,13,1,1,1,111,At Risk Customers
500,1977,Graduation,Together,96876.0,0,0,2013-06-08,79,908,43,735,40,194,21,1,7,7,9,2,1,0,37,1941,1,25,23,1941,1,4,4,144,Loyal Customers
922,1979,2n Cycle,Married,31086.0,1,1,2013-04-05,79,16,2,11,3,0,16,2,1,1,2,8,0,0,35,48,1,12,4,48,1,1,1,111,At Risk Customers
2861,1983,Graduation,Single,24072.0,1,0,2013-04-16,79,9,1,6,3,0,4,1,1,0,2,8,0,0,31,23,1,11,3,23,1,1,1,111,At Risk Customers
375,1954,Graduation,Divorced,76773.0,0,0,2013-02-25,79,516,56,449,86,33,16,1,2,2,11,1,0,0,60,1156,1,16,15,1156,1,3,4,134,Loyal Customers
10936,1965,Graduation,Married,72190.0,0,0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,49,1947,1,18,15,1947,1,3,4,134,Loyal Customers
10314,1948,PhD,Married,83837.0,0,0,2012-12-16,79,847,66,119,86,89,111,1,9,10,5,4,1,0,66,1318,2,28,24,1318,1,4,4,144,Loyal Customers
4240,1978,Graduation,Married,17345.0,1,0,2012-03-11,79,4,9,16,17,0,12,2,2,1,2,8,0,0,36,58,2,13,5,58,1,1,1,111,At Risk Customers
2674,1958,Master,Single,75154.0,0,1,2012-04-09,79,543,10,205,160,143,82,1,6,3,6,3,1,0,56,1143,2,18,15,1143,1,3,4,134,Loyal Customers
2563,1961,Basic,Married,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,53,43,0,11,5,43,1,1,1,111,At Risk Customers
8312,1961,Basic,Married,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,53,43,0,11,5,43,1,1,1,111,At Risk Customers
6999,1980,Master,Married,69661.0,0,0,2014-05-13,80,656,16,106,32,16,8,1,7,3,12,3,0,0,34,834,0,25,22,834,1,4,3,143,Loyal Customers
7574,1979,PhD,Together,27922.0,1,0,2014-10-05,80,11,0,13,2,4,11,1,2,0,3,4,0,0,35,41,0,9,5,41,1,1,1,111,At Risk Customers
5223,1966,Master,Together,45903.0,0,1,2014-04-23,80,33,8,10,2,10,3,2,2,1,3,4,0,0,48,66,0,10,6,66,1,2,1,121,At Risk Customers
2952,1977,Master,Single,36273.0,1,0,2014-04-16,80,29,3,30,3,2,9,2,3,0,3,6,0,0,37,76,0,12,6,76,1,2,2,122,At Risk Customers
7683,1968,Master,Married,70777.0,0,1,2014-02-25,80,554,35,113,0,7,78,3,5,3,12,3,0,0,46,787,0,23,20,787,1,4,3,143,Loyal Customers
9481,1976,Graduation,Married,17148.0,1,0,2014-01-28,80,9,9,11,13,10,16,4,3,1,3,8,0,0,38,68,0,15,7,68,1,2,1,121,At Risk Customers
9907,1969,Master,Together,66476.0,0,1,2013-04-12,80,742,28,152,25,9,57,2,6,8,10,4,0,0,45,1013,1,28,24,1013,1,4,3,143,Loyal Customers
5454,1979,Master,Married,45057.0,1,0,2013-01-12,80,37,0,7,3,0,3,1,2,0,3,5,0,0,35,50,1,10,5,50,1,1,1,111,At Risk Customers
3798,1968,Graduation,Married,41120.0,1,1,2013-06-11,80,24,2,23,0,8,24,3,2,1,3,6,0,0,46,81,1,12,6,81,1,2,2,122,At Risk Customers
7281,1959,PhD,Single,51381.5,0,0,2013-05-11,80,81,11,50,3,2,39,1,1,3,4,2,0,0,55,186,1,10,8,186,1,2,2,122,At Risk Customers
4259,1986,Master,Single,19485.0,2,0,2013-09-24,80,6,0,4,0,0,0,1,1,0,2,7,0,0,28,10,1,10,3,10,1,1,1,111,At Risk Customers
2549,1983,PhD,Together,21840.0,1,0,2013-07-21,80,17,0,9,0,0,1,1,1,0,3,9,0,0,31,27,1,13,4,27,1,1,1,111,At Risk Customers
6437,1985,2n Cycle,Single,41473.0,1,0,2013-06-19,80,21,8,20,15,3,9,1,2,0,3,7,0,0,29,76,1,12,5,76,1,1,2,112,At Risk Customers
2488,1956,2n Cycle,Divorced,31395.0,1,1,2013-03-23,80,23,1,25,0,8,7,4,2,1,3,6,0,0,58,64,1,12,6,64,1,2,1,121,At Risk Customers
3945,1947,PhD,Widow,68117.0,0,1,2013-10-03,80,618,44,215,0,17,36,2,11,8,4,6,1,0,67,930,1,29,23,930,1,4,3,143,Loyal Customers
702,1975,2n Cycle,Widow,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,39,521,1,20,15,521,1,3,3,133,Loyal Customers
9010,1972,Master,Married,83151.0,0,0,2013-10-02,80,968,147,842,137,42,210,1,5,7,10,2,1,0,42,2346,1,24,22,2346,1,4,4,144,Loyal Customers
9710,1969,PhD,Divorced,58086.0,0,1,2013-01-20,80,708,7,62,0,0,15,2,11,3,7,8,0,0,45,792,1,29,21,792,1,4,3,143,Loyal Customers
1509,1958,PhD,Together,84460.0,0,0,2013-04-01,80,152,27,103,106,54,81,0,9,9,4,5,1,0,56,523,1,27,22,523,1,4,3,143,Loyal Customers
9120,1962,Graduation,Single,66565.0,0,1,2012-05-12,80,747,10,161,65,40,42,4,4,2,9,8,0,0,52,1065,2,23,15,1065,1,3,4,134,Loyal Customers
5252,1969,Graduation,Divorced,23910.0,1,0,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7,0,0,45,67,2,12,5,67,1,1,1,111,At Risk Customers
5959,1968,Graduation,Single,35893.0,1,1,2012-10-15,80,158,0,23,0,0,18,6,3,1,5,8,0,0,46,199,2,17,9,199,1,2,2,122,At Risk Customers
7441,1973,Graduation,Divorced,71128.0,1,0,2012-06-10,80,958,159,447,20,0,31,3,2,10,12,7,0,0,41,1615,2,31,24,1615,1,4,4,144,Loyal Customers
4271,1989,2n Cycle,Together,38683.0,1,0,2012-04-10,80,46,35,69,84,41,66,6,4,1,6,7,0,0,25,341,2,18,11,341,1,2,2,122,At Risk Customers
4095,1971,Graduation,Married,37150.0,1,0,2012-11-09,80,167,37,64,49,34,116,8,4,3,6,7,0,0,43,467,2,20,13,467,1,3,3,133,Loyal Customers
8852,1976,Graduation,Married,61064.0,0,1,2012-08-31,80,387,126,342,0,45,180,5,8,4,11,6,0,0,38,1080,2,29,23,1080,1,4,4,144,Loyal Customers
7698,1976,PhD,Married,51650.0,0,1,2014-11-05,81,152,3,22,2,5,7,1,4,1,4,5,0,0,38,191,0,14,9,191,1,2,2,122,At Risk Customers
4174,1956,Master,Together,55249.0,0,1,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3,0,0,58,130,0,10,7,130,1,2,2,122,At Risk Customers
3182,1973,PhD,Single,46854.0,1,1,2014-03-31,81,96,1,79,7,1,79,6,5,1,3,8,1,0,41,263,0,17,9,263,1,2,2,122,At Risk Customers
193,1996,Basic,Married,14421.0,0,0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,0,0,18,16,0,8,3,16,1,1,1,111,At Risk Customers
5229,1969,PhD,Together,54132.0,0,1,2014-02-16,81,30,1,8,0,0,3,1,1,0,3,7,0,0,45,42,0,11,4,42,1,1,1,111,At Risk Customers
5555,1975,Graduation,Divorced,153924.0,0,0,2014-07-02,81,1,1,1,1,1,1,0,0,0,0,0,0,0,39,6,0,0,0,6,1,1,1,111,At Risk Customers
7732,1978,Graduation,Married,64813.0,1,0,2014-02-01,81,293,0,124,179,97,52,1,7,2,10,5,0,0,36,745,0,24,19,745,1,4,3,143,Loyal Customers
310,1970,Master,Married,61872.0,0,1,2013-12-13,81,330,5,159,36,27,16,4,4,4,9,4,0,0,44,573,1,21,17,573,1,3,3,133,Loyal Customers
6261,1979,Graduation,Married,58025.0,0,1,2013-11-26,81,270,31,88,11,48,22,3,3,2,10,4,0,0,35,470,1,19,15,470,1,3,3,133,Loyal Customers
6274,1948,Master,Married,83790.0,0,0,2013-11-15,81,1076,16,417,42,48,16,1,8,10,6,3,0,0,66,1615,1,27,24,1615,1,4,4,144,Loyal Customers
1655,1979,Graduation,Together,34350.0,1,0,2013-10-19,81,16,3,15,2,1,11,1,1,0,3,7,0,0,35,48,1,11,4,48,1,1,1,111,At Risk Customers
2740,1958,PhD,Widow,33438.0,1,1,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,0,56,90,1,12,7,90,1,2,2,122,At Risk Customers
4328,1986,2n Cycle,Married,21955.0,1,0,2013-07-09,81,5,1,7,17,14,11,2,2,1,3,6,0,0,28,55,1,12,6,55,1,2,1,121,At Risk Customers
17,1971,PhD,Married,60491.0,0,1,2013-06-09,81,637,47,237,12,19,76,4,6,11,7,5,0,0,43,1028,1,29,24,1028,1,4,3,143,Loyal Customers
9153,1964,PhD,Married,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,50,1048,1,30,25,1048,1,4,4,144,Loyal Customers
520,1974,Graduation,Married,34421.0,1,0,2013-01-07,81,3,3,7,6,2,9,1,1,0,2,7,0,0,40,30,1,10,3,30,1,1,1,111,At Risk Customers
8372,1974,Graduation,Married,34421.0,1,0,2013-01-07,81,3,3,7,6,2,9,1,1,0,2,7,0,0,40,30,1,10,3,30,1,1,1,111,At Risk Customers
73,1953,PhD,Single,51411.0,1,2,2013-05-26,81,14,0,3,0,0,1,1,0,0,3,5,0,0,61,18,1,8,3,18,1,1,1,111,At Risk Customers
2002,1958,Graduation,Divorced,71964.0,0,0,2013-05-20,81,587,51,932,180,34,86,1,5,6,5,3,0,0,56,1870,1,19,16,1870,1,3,4,134,Loyal Customers
6059,1953,PhD,Together,64504.0,1,2,2013-04-03,81,986,36,168,16,0,108,7,11,3,4,7,1,0,61,1314,1,25,18,1314,1,3,4,134,Loyal Customers
11166,1961,Graduation,Married,49678.0,0,1,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7,0,0,53,315,1,19,12,315,1,3,2,132,At Risk Customers
6257,1976,Master,Single,60482.0,0,1,2013-01-23,81,255,43,134,37,14,24,1,7,2,7,7,0,0,38,507,1,23,16,507,1,3,3,133,Loyal Customers
9224,1972,PhD,Single,55260.0,0,1,2012-12-12,81,825,8,53,11,0,242,2,8,10,5,6,0,0,42,1139,2,29,23,1139,1,4,4,144,Loyal Customers
8732,1969,Master,Widow,67369.0,0,1,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,1,0,45,1461,2,25,21,1461,1,4,4,144,Loyal Customers
955,1962,Master,Together,47175.0,1,1,2012-10-28,81,167,2,44,6,2,19,7,4,2,4,8,1,0,52,240,2,18,10,240,1,2,2,122,At Risk Customers
4910,1967,Graduation,Divorced,68743.0,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,47,2074,2,36,29,2074,1,4,4,144,Loyal Customers
564,1981,PhD,Together,56937.0,1,0,2012-04-08,81,746,8,125,11,8,8,7,8,6,9,6,1,0,33,906,2,29,23,906,1,4,3,143,Loyal Customers
8931,1986,Graduation,Together,83033.0,1,0,2014-05-18,82,812,99,431,237,149,33,1,11,4,10,5,0,0,28,1761,0,30,25,1761,1,4,4,144,Loyal Customers
1998,1976,Graduation,Single,37697.0,1,0,2014-07-02,82,34,6,21,11,4,8,1,2,1,3,6,0,0,38,84,0,12,6,84,1,2,2,122,At Risk Customers
1250,1976,Graduation,Single,37697.0,1,0,2014-07-02,82,34,6,21,11,4,8,1,2,1,3,6,0,0,38,84,0,12,6,84,1,2,2,122,At Risk Customers
8397,1951,Graduation,Married,44689.0,1,1,2014-10-01,82,18,0,5,0,0,11,2,1,1,2,7,0,0,63,34,0,11,4,34,1,1,1,111,At Risk Customers
9672,1970,2n Cycle,Married,23162.0,1,1,2013-12-21,82,8,3,9,19,4,22,3,1,1,3,6,0,0,44,65,1,11,5,65,1,1,1,111,At Risk Customers
2125,1959,Graduation,Divorced,63033.0,0,0,2013-11-15,82,194,61,480,225,112,30,1,3,4,8,2,0,0,55,1102,1,17,15,1102,1,3,4,134,Loyal Customers
5975,1967,PhD,Single,40304.0,1,0,2013-09-30,82,37,0,17,0,0,3,1,2,0,3,7,0,0,47,57,1,12,5,57,1,1,1,111,At Risk Customers
983,1984,Graduation,Married,40059.0,1,0,2013-09-28,82,110,29,92,28,10,145,1,6,2,3,8,0,0,30,414,1,19,11,414,1,2,3,123,At Risk Customers
9938,1954,Graduation,Married,80067.0,0,0,2013-09-19,82,519,17,813,27,173,51,1,4,6,6,2,0,0,60,1600,1,18,16,1600,1,3,4,134,Loyal Customers
4385,1981,PhD,Single,36038.0,1,0,2013-05-31,82,23,0,15,0,2,7,2,3,0,3,6,0,0,33,47,1,12,6,47,1,2,1,121,At Risk Customers
1612,1981,PhD,Single,51381.5,1,0,2013-05-31,82,23,0,15,0,2,7,2,3,0,3,6,0,0,33,47,1,12,6,47,1,2,1,121,At Risk Customers
803,1968,Graduation,Together,40521.0,1,1,2013-05-04,82,12,0,5,0,0,4,1,0,1,2,5,0,0,46,21,1,8,3,21,1,1,1,111,At Risk Customers
10675,1956,PhD,Married,66334.0,0,1,2013-03-04,82,909,11,218,0,0,23,2,9,3,5,5,1,0,58,1161,1,22,17,1161,1,3,4,134,Loyal Customers
7004,1984,Graduation,Single,11012.0,1,0,2013-03-16,82,24,3,26,7,1,23,3,3,1,2,9,0,0,30,84,1,15,6,84,1,2,2,122,At Risk Customers
4432,1976,Graduation,Divorced,31615.0,1,0,2013-03-16,82,2,3,20,6,11,9,2,2,0,3,7,0,0,38,51,1,12,5,51,1,1,1,111,At Risk Customers
5079,1971,Graduation,Married,51381.5,1,1,2013-03-03,82,71,1,16,0,0,9,4,2,1,3,8,0,0,43,97,1,14,6,97,1,2,2,122,At Risk Customers
4475,1949,PhD,Married,69098.0,0,0,2013-02-16,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,65,2440,1,29,24,2440,1,4,4,144,Loyal Customers
10868,1951,Graduation,Widow,70792.0,0,0,2013-06-02,82,344,45,654,104,11,114,2,3,4,10,3,0,0,63,1272,1,20,17,1272,1,3,4,134,Loyal Customers
6742,1979,Graduation,Married,17688.0,1,0,2013-01-13,82,2,2,1,3,1,2,1,1,0,2,8,0,1,35,11,1,11,3,11,1,1,1,111,At Risk Customers
5692,1989,Basic,Married,25443.0,1,0,2012-12-22,82,1,4,3,8,9,7,1,1,0,3,8,0,0,25,32,2,12,4,32,1,1,1,111,At Risk Customers
339,1972,PhD,Married,57091.0,0,1,2012-11-23,82,462,0,24,6,0,4,2,9,2,5,7,1,0,42,496,2,23,16,496,1,3,3,133,Loyal Customers
10398,1981,2n Cycle,Single,24336.0,1,0,2012-08-27,82,1,6,2,8,2,12,1,1,0,2,7,0,0,33,31,2,10,3,31,1,1,1,111,At Risk Customers
8017,1981,2n Cycle,Married,51111.0,1,1,2014-06-19,83,22,0,19,6,5,3,2,2,0,3,6,0,0,33,55,0,11,5,55,1,1,1,111,At Risk Customers
3722,1972,Graduation,Single,44503.0,1,1,2014-04-16,83,31,1,8,0,0,8,2,2,0,3,6,0,0,42,48,0,11,5,48,1,1,1,111,At Risk Customers
7326,1971,Master,Married,56850.0,0,1,2014-03-23,83,34,1,19,2,7,0,1,1,1,3,2,0,0,43,63,0,7,5,63,1,1,1,111,At Risk Customers
2416,1969,PhD,Single,66582.0,0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,45,1288,0,20,19,1288,1,4,4,144,Loyal Customers
1878,1985,2n Cycle,Married,23148.0,0,0,2014-02-18,83,4,6,8,6,3,10,1,2,0,3,7,0,0,29,37,0,12,5,37,1,1,1,111,At Risk Customers
5278,1964,Graduation,Married,82224.0,0,0,2014-01-25,83,307,26,360,138,31,40,1,6,9,5,3,0,0,50,902,0,23,20,902,1,4,3,143,Loyal Customers
5734,1974,PhD,Married,61917.0,1,1,2013-11-20,83,46,4,36,2,2,1,1,2,0,4,5,0,0,40,91,1,11,6,91,1,2,2,122,At Risk Customers
4370,1966,Graduation,Together,43482.0,2,1,2013-11-13,83,18,1,32,6,3,28,3,2,0,4,6,0,0,48,88,1,12,6,88,1,2,2,122,At Risk Customers
8405,1979,Graduation,Divorced,68274.0,1,1,2013-09-30,83,135,25,51,23,25,46,2,4,2,5,3,0,0,35,305,1,14,11,305,1,2,2,122,At Risk Customers
7617,1974,Graduation,Single,42373.0,1,1,2013-08-15,83,67,5,61,3,8,19,5,2,1,5,5,0,0,40,163,1,13,8,163,1,2,2,122,At Risk Customers
10339,1954,Master,Together,51381.5,0,1,2013-06-23,83,161,0,22,0,0,24,2,4,1,4,6,0,0,60,207,1,15,9,207,1,2,2,122,At Risk Customers
6376,1979,Graduation,Single,57537.0,1,0,2013-10-06,83,191,56,139,51,8,100,4,4,3,8,4,0,0,35,545,1,19,15,545,1,3,3,133,Loyal Customers
2150,1958,PhD,Widow,80995.0,0,1,2013-11-05,83,860,28,409,73,56,56,1,8,9,4,4,0,0,56,1482,1,25,21,1482,1,4,4,144,Loyal Customers
7386,1976,Graduation,Divorced,30992.0,1,0,2013-04-22,83,17,0,14,7,3,2,1,1,0,3,7,0,0,38,43,1,11,4,43,1,1,1,111,At Risk Customers
3006,1976,Graduation,Divorced,30992.0,1,0,2013-04-22,83,17,0,14,7,3,2,1,1,0,3,7,0,0,38,43,1,11,4,43,1,1,1,111,At Risk Customers
11088,1971,PhD,Together,78642.0,0,1,2013-04-21,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,43,1816,1,23,17,1816,1,3,4,134,Loyal Customers
5185,1955,Graduation,Married,74268.0,0,0,2013-02-14,83,199,66,315,97,174,41,1,4,3,5,2,0,0,59,892,1,14,12,892,1,3,3,133,Loyal Customers
3523,1962,Graduation,Together,75072.0,0,1,2013-01-23,83,583,34,309,0,22,125,2,5,4,8,3,0,0,52,1073,1,20,17,1073,1,3,4,134,Loyal Customers
55,1963,Graduation,Together,56253.0,0,1,2012-07-12,83,509,0,65,7,11,5,4,7,2,9,6,0,0,51,597,2,24,18,597,1,3,3,133,Loyal Customers
3807,1955,Graduation,Together,59925.0,0,1,2012-11-30,83,473,21,176,19,21,56,3,9,2,9,6,0,0,59,766,2,26,20,766,1,4,3,143,Loyal Customers
2453,1960,Graduation,Together,62807.0,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,54,819,2,25,20,819,1,4,3,143,Loyal Customers
7787,1960,Graduation,Together,62807.0,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,54,819,2,25,20,819,1,4,3,143,Loyal Customers
2230,1970,PhD,Married,23626.0,1,0,2014-05-24,84,27,2,14,0,0,0,3,3,1,3,5,0,0,44,43,0,12,7,43,1,2,1,121,At Risk Customers
8146,1976,Master,Together,46106.0,1,1,2014-11-05,84,30,0,8,2,0,14,1,1,1,2,6,0,0,38,54,0,10,4,54,1,1,1,111,At Risk Customers
988,1965,Graduation,Married,81168.0,0,0,2014-07-05,84,410,0,592,147,22,22,1,6,4,7,3,0,0,49,1193,0,20,17,1193,1,3,4,134,Loyal Customers
4832,1979,Graduation,Married,27244.0,1,0,2014-07-03,84,6,5,17,3,24,46,2,2,2,2,7,0,0,35,101,0,13,6,101,1,2,2,122,At Risk Customers
3152,1957,Graduation,Together,26091.0,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,57,89,0,11,6,89,1,2,2,122,At Risk Customers
11188,1957,Graduation,Together,26091.0,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,57,89,0,11,6,89,1,2,2,122,At Risk Customers
361,1969,Master,Married,43142.0,1,1,2014-02-18,84,5,1,7,2,1,4,1,1,0,2,7,0,0,45,20,0,10,3,20,1,1,1,111,At Risk Customers
5939,1971,Graduation,Together,38232.0,1,1,2014-01-17,84,43,5,28,7,6,33,4,3,1,3,5,0,0,43,122,0,12,7,122,1,2,2,122,At Risk Customers
9349,1985,Graduation,Married,92533.0,0,0,2013-12-19,84,693,21,118,110,147,42,1,6,5,11,2,0,0,29,1131,1,24,22,1131,1,4,4,144,Loyal Customers
819,1945,Graduation,Widow,63285.0,0,0,2013-05-11,84,508,124,249,50,38,134,1,6,5,13,3,0,0,69,1103,1,27,24,1103,1,4,4,144,Loyal Customers
10120,1955,Graduation,Together,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,59,257,1,15,10,257,1,2,2,122,At Risk Customers
